BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,702,702,2021,1
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13610,13610,2021,1
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1863.02,1863.02,2021,1
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2503.01,2503.01,2021,1
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292048.08,292048.08,2021,1
B001286,2021 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292048.08,292048.08,2021,1
B001286,2021 HON. CHERI BUSTOS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4320,4320,2021,1
B001286,2021 HON. CHERI BUSTOS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4320,4320,2021,1
B001286,2021 HON. CHERI BUSTOS,INTERN ALLOWANCES,OFFICE TOTALS:,4320,4320,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,52.84,52.84,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237458.01,237458.01,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4211.4,4211.4,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10138.84,10138.84,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5831.58,5831.58,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5066.99,5066.99,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,946.32,946.32,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,263705.98,263705.98,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,263705.98,263705.98,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2066.67,2066.67,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2066.67,2066.67,2021,1
B001251,2021 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,OFFICE TOTALS:,2066.67,2066.67,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,154.63,154.63,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,173545.73,173545.73,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10769.4,10769.4,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18554.94,18554.94,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,76,76,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15070,15070,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2941.47,2941.47,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2219.92,2219.92,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,223332.09,223332.09,2021,1
C000059,2021 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,223332.09,223332.09,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,63.43,63.43,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202002.82,202002.82,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7666.53,7666.53,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32478.04,32478.04,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7263.75,7263.75,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6022.71,6022.71,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19571.77,19571.77,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7315.33,7315.33,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,282384.38,282384.38,2021,1
C001039,2021 HON. KAT CAMMACK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,282384.38,282384.38,2021,1
C001039,2021 HON. KAT CAMMACK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1036,1036,2021,1
C001039,2021 HON. KAT CAMMACK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1036,1036,2021,1
C001039,2021 HON. KAT CAMMACK,INTERN ALLOWANCES,OFFICE TOTALS:,1036,1036,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,156.23,156.23,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,279725.53,279725.53,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4696.42,4696.42,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22279.33,22279.33,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20,20,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11812.04,11812.04,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1103.56,1103.56,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3428,3428,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,323221.11,323221.11,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,323221.11,323221.11,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7580.01,7580.01,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7580.01,7580.01,2021,1
C001112,2021 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,OFFICE TOTALS:,7580.01,7580.01,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-65.66,-65.66,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237637.21,237637.21,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2125.41,2125.41,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28422.92,28422.92,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6000,6000,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1565.32,1565.32,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,900,900,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,276585.2,276585.2,2021,1
C001097,2021 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,276585.2,276585.2,2021,1
C001097,2021 HON. TONY CARDENAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8440,8440,2021,1
C001097,2021 HON. TONY CARDENAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8440,8440,2021,1
C001097,2021 HON. TONY CARDENAS,INTERN ALLOWANCES,OFFICE TOTALS:,8440,8440,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230066.16,230066.16,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3152.78,3152.78,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20878.37,20878.37,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,568,568,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5700,5700,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22522.65,22522.65,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4423.54,4423.54,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287311.5,287311.5,2021,1
C001054,2021 HON. JERRY L. CARL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287311.5,287311.5,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-34.02,-34.02,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,285000.49,285000.49,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3097.72,3097.72,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20083.59,20083.59,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3462,3462,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5877.93,5877.93,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17613.42,17613.42,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5713.95,5713.95,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,340815.08,340815.08,2021,1
C001072,2021 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,340815.08,340815.08,2021,1
C001072,2021 HON. ANDRE CARSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5408,5408,2021,1
C001072,2021 HON. ANDRE CARSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5408,5408,2021,1
C001072,2021 HON. ANDRE CARSON,INTERN ALLOWANCES,OFFICE TOTALS:,5408,5408,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17977.4,17977.4,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,175393.04,175393.04,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11718.52,11718.52,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26417.12,26417.12,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,891,891,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13170,13170,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,34861.8,34861.8,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1032.41,1032.41,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,281461.29,281461.29,2021,1
C001103,"2021 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,281461.29,281461.29,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,66.27,66.27,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234389.53,234389.53,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16385.51,16385.51,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24531.92,24531.92,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,136,136,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15397.74,15397.74,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1982.87,1982.87,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7373.48,7373.48,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,300263.32,300263.32,2021,1
C001051,2021 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,300263.32,300263.32,2021,1
C001051,2021 HON. JOHN R. CARTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2668.33,2668.33,2021,1
C001051,2021 HON. JOHN R. CARTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2668.33,2668.33,2021,1
C001051,2021 HON. JOHN R. CARTER,INTERN ALLOWANCES,OFFICE TOTALS:,2668.33,2668.33,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-13.45,-13.45,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234171.5,234171.5,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2432.54,2432.54,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36021.97,36021.97,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6382.31,6382.31,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4745.27,4745.27,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,480,480,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,284220.14,284220.14,2021,1
C001090,2021 HON. MATT CARTWRIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,284220.14,284220.14,2021,1
C001090,2021 HON. MATT CARTWRIGHT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8286.67,8286.67,2021,1
C001090,2021 HON. MATT CARTWRIGHT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8286.67,8286.67,2021,1
C001090,2021 HON. MATT CARTWRIGHT,INTERN ALLOWANCES,OFFICE TOTALS:,8286.67,8286.67,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-9.92,-9.92,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212303.43,212303.43,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7533.88,7533.88,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23836.08,23836.08,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,495.6,495.6,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20570.1,20570.1,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14317.21,14317.21,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4227,4227,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,283273.38,283273.38,2021,1
C001055,2021 HON. ED CASE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,283273.38,283273.38,2021,1
C001055,2021 HON. ED CASE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2736,2736,2021,1
C001055,2021 HON. ED CASE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2736,2736,2021,1
C001055,2021 HON. ED CASE,INTERN ALLOWANCES,OFFICE TOTALS:,2736,2736,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,391.35,391.35,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,236390.24,236390.24,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1377.23,1377.23,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18354.06,18354.06,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20,20,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10560,10560,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1365.05,1365.05,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4359.25,4359.25,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272817.18,272817.18,2021,1
C001117,2021 HON. SEAN CASTEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272817.18,272817.18,2021,1
C001117,2021 HON. SEAN CASTEN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6250,6250,2021,1
C001117,2021 HON. SEAN CASTEN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6250,6250,2021,1
C001117,2021 HON. SEAN CASTEN,INTERN ALLOWANCES,OFFICE TOTALS:,6250,6250,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,68.3,68.3,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,259965.85,259965.85,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1554.69,1554.69,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16254.63,16254.63,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7645,7645,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1693.92,1693.92,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1133.68,1133.68,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,288316.07,288316.07,2021,1
C001066,2021 HON. KATHY CASTOR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,288316.07,288316.07,2021,1
C001066,2021 HON. KATHY CASTOR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5040,5040,2021,1
C001066,2021 HON. KATHY CASTOR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5040,5040,2021,1
C001066,2021 HON. KATHY CASTOR,INTERN ALLOWANCES,OFFICE TOTALS:,5040,5040,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-77.05,-77.05,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220366.71,220366.71,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7263.34,7263.34,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12631.71,12631.71,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10532.52,10532.52,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,393.21,393.21,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,744,744,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,251854.44,251854.44,2021,1
C001091,2021 HON. JOAQUIN CASTRO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,251854.44,251854.44,2021,1
C001091,2021 HON. JOAQUIN CASTRO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2970.83,2970.83,2021,1
C001091,2021 HON. JOAQUIN CASTRO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2970.83,2970.83,2021,1
C001091,2021 HON. JOAQUIN CASTRO,INTERN ALLOWANCES,OFFICE TOTALS:,2970.83,2970.83,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-32.97,-32.97,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229981.67,229981.67,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2658.17,2658.17,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11568.33,11568.33,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5317.51,5317.51,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10155,10155,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15410.55,15410.55,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7563.71,7563.71,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,282621.97,282621.97,2021,1
C001104,2021 HON. MADISON CAWTHORN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,282621.97,282621.97,2021,1
C001104,2021 HON. MADISON CAWTHORN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2550,2550,2021,1
C001104,2021 HON. MADISON CAWTHORN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2550,2550,2021,1
C001104,2021 HON. MADISON CAWTHORN,INTERN ALLOWANCES,OFFICE TOTALS:,2550,2550,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,46.28,46.28,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248366.2,248366.2,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2600.78,2600.78,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13839.64,13839.64,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6795.24,6795.24,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,937.29,937.29,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,829.5,829.5,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,273414.93,273414.93,2021,1
C000266,2021 HON. STEVE CHABOT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,273414.93,273414.93,2021,1
C000266,2021 HON. STEVE CHABOT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1840,1840,2021,1
