BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
E000297,2021 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13886.67,3370,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,OFFICE TOTALS:,13886.67,3370,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,39208.95,14259.9,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,794720.12,268485,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38228.24,19997.6,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,63664.45,20087.4,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27106.2,1700.77,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40572.7,13370.9,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14236.8,1255.31,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2704.23,583.26,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1020441.69,339740.14,2021,3
E000298,2021 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1020441.69,339740.14,2021,3
E000298,2021 HON. RON ESTES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6660,4020,2021,3
E000298,2021 HON. RON ESTES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6660,4020,2021,3
E000298,2021 HON. RON ESTES,INTERN ALLOWANCES,OFFICE TOTALS:,6660,4020,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,193.89,80.38,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,863751.94,304875.68,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9695.98,7759.08,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,64790.23,24121.19,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1722.56,308.56,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,36895,13463,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3574.56,-201.69,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10322.74,7320.37,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,990946.9,357726.57,2021,3
E000296,2021 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,990946.9,357726.57,2021,3
E000296,2021 HON. DWIGHT EVANS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21570.01,4725.59,2021,3
E000296,2021 HON. DWIGHT EVANS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21570.01,4725.59,2021,3
E000296,2021 HON. DWIGHT EVANS,INTERN ALLOWANCES,OFFICE TOTALS:,21570.01,4725.59,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5045.2,4203.06,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,600568.41,208065.11,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40213.05,15629.84,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,65684.12,18414.4,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15473.41,8096.69,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30915,10155,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26118.61,3309.92,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2709,903,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,786726.8,268777.02,2021,3
F000246,2021 HON. PAT FALLON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,786726.8,268777.02,2021,3
F000246,2021 HON. PAT FALLON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8163.33,3533.34,2021,3
F000246,2021 HON. PAT FALLON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8163.33,3533.34,2021,3
F000246,2021 HON. PAT FALLON,INTERN ALLOWANCES,OFFICE TOTALS:,8163.33,3533.34,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,50825.96,25660.72,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,717633.38,293978.44,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50213.25,27422.61,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37552.88,11719.41,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,115675.35,70420.1,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31137.98,10518.38,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,39544.72,8655.43,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1811.75,519.33,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1044395.27,448894.42,2021,3
F000446,2021 HON. RANDY FEENSTRA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1044395.27,448894.42,2021,3
F000446,2021 HON. RANDY FEENSTRA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14987.22,10187.22,2021,3
F000446,2021 HON. RANDY FEENSTRA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14987.22,10187.22,2021,3
F000446,2021 HON. RANDY FEENSTRA,INTERN ALLOWANCES,OFFICE TOTALS:,14987.22,10187.22,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,52.22,-15,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,663592.56,226783.7,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19784.3,10592.84,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59094.37,18199.29,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,295,129,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,38138.35,12163.35,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3351.08,859.97,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11754.71,1761,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,796062.59,270474.15,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,796062.59,270474.15,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4122.43,1408.32,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4122.43,1408.32,2021,3
F000465,2021 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,OFFICE TOTALS:,4122.43,1408.32,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35651.68,35434.07,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,654147.92,220264.1,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,54669.78,28801.88,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46524.09,17623.15,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25755.51,14228.93,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,58985.22,33138.48,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,34005.83,2888.58,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4858.95,2143.45,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,914598.98,354522.64,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,914598.98,354522.64,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11093.32,4093.32,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11093.32,4093.32,2021,3
F000470,2021 HON. MICHELLE FISCHBACH,INTERN ALLOWANCES,OFFICE TOTALS:,11093.32,4093.32,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,108.26,135.38,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,493351.9,182883.39,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11003.56,4446.2,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30681.26,9620.05,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1787.41,824.91,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31680,10560,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19091.58,1283.32,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11130.19,465,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,598834.16,210218.25,2021,3
F000471,2021 HON. SCOTT FITZGERALD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,598834.16,210218.25,2021,3
F000471,2021 HON. SCOTT FITZGERALD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9860.01,4760.01,2021,3
F000471,2021 HON. SCOTT FITZGERALD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9860.01,4760.01,2021,3
F000471,2021 HON. SCOTT FITZGERALD,INTERN ALLOWANCES,OFFICE TOTALS:,9860.01,4760.01,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1389.32,262.15,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,771526.49,261379.21,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11282.44,4103.1,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,80779.22,30783.31,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5902.47,1453.51,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39396,10725,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25667.04,7602.51,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9923.25,1918.46,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,945866.23,318227.25,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,945866.23,318227.25,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13913.35,6480.01,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13913.35,6480.01,2021,3
F000466,2021 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,OFFICE TOTALS:,13913.35,6480.01,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,459.76,171.26,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,669039.03,223739.63,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25487.7,10790.86,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,97955.71,35752.61,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18855.53,14159.99,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41727.7,13883.25,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16716.11,9846.86,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3926.91,-883.67,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,874168.45,307460.79,2021,3
F000459,"2021 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,874168.45,307460.79,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27972.18,59.1,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,702286.17,229836.15,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20562.21,6252.39,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,100512.86,35728.1,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,35126.78,139.76,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34628.69,11793.69,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4898.05,2311.59,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1233,411,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,927219.94,286531.78,2021,3
F000468,2021 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,927219.94,286531.78,2021,3
F000468,2021 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18924.81,9813.69,2021,3
F000468,2021 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18924.81,9813.69,2021,3
F000468,2021 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,OFFICE TOTALS:,18924.81,9813.69,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8020.09,4567.83,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,709293.96,237930.84,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36492.61,13618.78,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,65546.26,31962.57,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26913.8,13044.2,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20780.22,6184,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23870.92,7010.61,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,20518.35,16965.98,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,911436.21,331284.81,2021,3
F000449,2021 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,911436.21,331284.81,2021,3
F000449,2021 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23739.37,6148.87,2021,3
F000449,2021 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23739.37,6148.87,2021,3
F000449,2021 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,OFFICE TOTALS:,23739.37,6148.87,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19.95,139.7,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,745080.25,243375,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2269.74,998.26,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77296.02,32442.73,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,370,370,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19964.66,8043.53,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6570.37,4395.66,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3822.15,2206.05,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,855393.14,291970.93,2021,3
F000454,2021 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,855393.14,291970.93,2021,3
F000454,2021 HON. BILL FOSTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18875,5925,2021,3
F000454,2021 HON. BILL FOSTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18875,5925,2021,3
F000454,2021 HON. BILL FOSTER,INTERN ALLOWANCES,OFFICE TOTALS:,18875,5925,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4555.47,1594.51,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,830145.52,293781.95,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40618.5,19395.45,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71874.79,22960.33,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,855.39,138.08,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39447.5,16471,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9163,1938.81,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5702.46,2065.68,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1002362.63,358345.81,2021,3
F000450,2021 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1002362.63,358345.81,2021,3
F000450,2021 HON. VIRGINIA FOXX,INTERN ALLOWANCES,PERSONNEL COMPENSATION,22388.33,5508.33,2021,3
F000450,2021 HON. VIRGINIA FOXX,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,22388.33,5508.33,2021,3
F000450,2021 HON. VIRGINIA FOXX,INTERN ALLOWANCES,OFFICE TOTALS:,22388.33,5508.33,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11113.31,11157.08,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,828902.75,278480.55,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12802.63,7455.43,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51393.8,18265.06,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16897.8,16332.6,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34408.4,11265,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9892.14,5228.88,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3674.26,526,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,969085.09,348710.6,2021,3
F000462,2021 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,969085.09,348710.6,2021,3
F000462,2021 HON. LOIS FRANKEL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12666.66,4000,2021,3
F000462,2021 HON. LOIS FRANKEL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,12666.66,4000,2021,3
F000462,2021 HON. LOIS FRANKEL,INTERN ALLOWANCES,OFFICE TOTALS:,12666.66,4000,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,12577.25,12619.83,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,547947.32,196477.82,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11917.27,6027.88,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46496.76,22582.36,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4135.84,182.5,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32175,10725,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30702.33,3664.49,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15664.41,2174.11,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,701616.18,254453.99,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,701616.18,254453.99,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12885.41,3733.02,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,12885.41,3733.02,2021,3
F000472,2021 HON. C. SCOTT FRANKLIN,INTERN ALLOWANCES,OFFICE TOTALS:,12885.41,3733.02,2021,3
