BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23430.87,5533.07
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79283.4,20548.93
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,32366.28,61.12
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3733,3625
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,35053.74,30268.21
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3402.49,2162.59
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1025688.58,308659.05
E000294,2020 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1025688.58,308659.05
E000294,2020 HON. TOM EMMER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14317.34,2520
E000294,2020 HON. TOM EMMER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14317.34,2520
E000294,2020 HON. TOM EMMER,INTERN ALLOWANCES,OFFICE TOTALS:,14317.34,2520
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,71647.96,93.42
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1021054.58,313933.41
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15037.5,10177.29
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,124141.26,33356.06
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,97881.9,16.9
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13023.95,6453.95
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26984.53,15666.25
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,390,97.5
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1370161.68,379794.78
E000179,2020 HON. ELIOT L. ENGEL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1370161.68,379794.78
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1880.73,184.92
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,959836.63,319635.67
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33311.1,1198.19
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,103286.68,32223.2
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1747.69,192.57
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34283.95,12830
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24107.67,7159.96
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17129.28,9739.87
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1175583.73,383164.38
E000299,2020 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1175583.73,383164.38
E000299,2020 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24438.82,0
E000299,2020 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24438.82,0
E000299,2020 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,OFFICE TOTALS:,24438.82,0
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1594.76,448.97
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1104358.52,272688.92
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21039.48,3502.51
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,219181.51,49966.33
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1006.47,639.5
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22355.28,5901.52
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23301.91,11189.67
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19256.01,2913.4
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1412093.94,347250.82
E000215,2020 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1412093.94,347250.82
E000215,2020 HON. ANNA G. ESHOO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20648.52,8654.77
E000215,2020 HON. ANNA G. ESHOO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,20648.52,8654.77
E000215,2020 HON. ANNA G. ESHOO,INTERN ALLOWANCES,OFFICE TOTALS:,20648.52,8654.77
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32799.65,-20229.61
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1084754.23,309981.42
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7747.9,1182.21
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,154263.09,38732.57
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,71346.55,3414.88
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22033.04,5505
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18815.64,1517.85
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11922.18,715.74
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1403682.28,340820.06
E000297,2020 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1403682.28,340820.06
E000297,2020 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23293.33,6393.33
E000297,2020 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23293.33,6393.33
E000297,2020 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,OFFICE TOTALS:,23293.33,6393.33
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53047.11,624.61
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,904007.42,258636.19
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,51775.66,24800.65
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,78192.82,26816.71
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,128494.65,31138.83
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,72192,13280
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23315.55,14638.46
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9373.77,3261.26
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1320398.98,373196.71
E000298,2020 HON. RON ESTES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1320398.98,373196.71
E000298,2020 HON. RON ESTES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2039.17,0
E000298,2020 HON. RON ESTES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2039.17,0
E000298,2020 HON. RON ESTES,INTERN ALLOWANCES,OFFICE TOTALS:,2039.17,0
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,157.62,35.35
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,979795.07,259741.68
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10493.15,1806.75
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33916.31,8817.29
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2370.23,543.7
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6102,1188
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,29411.98,26392.6
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16492.17,3450
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1078738.53,301975.37
E000296,2020 HON. DWIGHT EVANS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1078738.53,301975.37
E000296,2020 HON. DWIGHT EVANS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17900,6080
E000296,2020 HON. DWIGHT EVANS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17900,6080
E000296,2020 HON. DWIGHT EVANS,INTERN ALLOWANCES,OFFICE TOTALS:,17900,6080
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13901.95,78.77
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,998477.91,313883.3
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22875.39,5604.57
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,72882.15,18053.64
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11947.41,11861.95
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26565,9065
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19747.49,18103.65
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2640,660
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1169037.3,377310.88
F000465,2020 HON. A. DREW FERGUSON IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1169037.3,377310.88
F000465,2020 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16490.55,3647.78
F000465,2020 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16490.55,3647.78
F000465,2020 HON. A. DREW FERGUSON IV,INTERN ALLOWANCES,OFFICE TOTALS:,16490.55,3647.78
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,143205.2,21022.74
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,902934.1,295061.84
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21627.27,3155.4
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46102.23,12035.99
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,161992.87,75834.48
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44776.77,12948.59
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8012.66,3369.35
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6408.78,1131.12
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1335059.88,424559.51
F000467,2020 HON. ABBY FINKENAUER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1335059.88,424559.51
F000467,2020 HON. ABBY FINKENAUER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7203.33,1656.67
F000467,2020 HON. ABBY FINKENAUER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7203.33,1656.67
F000467,2020 HON. ABBY FINKENAUER,INTERN ALLOWANCES,OFFICE TOTALS:,7203.33,1656.67
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,79309,8530.96
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,871048.16,244630.84
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9586.28,3003.33
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,173045.38,24245.26
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,61456.91,31920.44
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5552.5,5290
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,36225.82,24733.04
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4539.81,1047.75
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1240763.86,343401.62
F000466,2020 HON. BRIAN K. FITZPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1240763.86,343401.62
F000466,2020 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23548.34,3270
F000466,2020 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23548.34,3270
F000466,2020 HON. BRIAN K. FITZPATRICK,INTERN ALLOWANCES,OFFICE TOTALS:,23548.34,3270
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1013.77,108.28
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,940002.53,263455
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40671.8,11402.96
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,121092.01,31021.32
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,629.42,170.29
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13349.64,3323.25
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26994.61,21790.12
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1266.17,76.5
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1145019.95,331347.72
F000459,"2020 HON. CHARLES J. ""CHUCK"" FLEISCHMANN",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1145019.95,331347.72
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,105708.42,1.75
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,936156.9,284494.43
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31296.97,7401.83
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26893.54,11303
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,148030.8,1250.3
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31266.71,12196.91
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,20809.57,14606.76
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3348.31,533.56
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1303511.22,331788.54
F000468,2020 HON. LIZZIE FLETCHER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1303511.22,331788.54
F000468,2020 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23928.56,3837.33
F000468,2020 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23928.56,3837.33
F000468,2020 HON. LIZZIE FLETCHER,INTERN ALLOWANCES,OFFICE TOTALS:,23928.56,3837.33
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,448,369.89
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1010628.23,285185.95
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32484.15,11233.69
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,92910.76,21847.81
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,372.15,3.8
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32719.45,13177.5
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,20180.91,1363.48
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2623.2,655.8
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1192366.85,333837.92
F000461,2020 HON. BILL FLORES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1192366.85,333837.92
F000461,2020 HON. BILL FLORES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6049.99,4116.66
F000461,2020 HON. BILL FLORES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6049.99,4116.66
F000461,2020 HON. BILL FLORES,INTERN ALLOWANCES,OFFICE TOTALS:,6049.99,4116.66
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11057.35,1406.95
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,988894.74,244424.32
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,48527.24,16352.28
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,159353.02,20079.27
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33681.6,1132.95
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23389.96,5969.99
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18192.18,3760
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,21536.49,1227
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1304632.58,294352.76
F000449,2020 HON. JEFF FORTENBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1304632.58,294352.76
F000449,2020 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20344.41,13112.63
F000449,2020 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,20344.41,13112.63
F000449,2020 HON. JEFF FORTENBERRY,INTERN ALLOWANCES,OFFICE TOTALS:,20344.41,13112.63
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,54.91,-114.9
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1083941.12,364694.34
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8876.76,432.2
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86207.68,26073.12
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,131.3,0
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25988.18,7266.7
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15522.22,6538.66
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8281.2,1297.05
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1229003.37,406187.17
F000454,2020 HON. BILL FOSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1229003.37,406187.17
F000454,2020 HON. BILL FOSTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24627.5,9900
F000454,2020 HON. BILL FOSTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24627.5,9900
F000454,2020 HON. BILL FOSTER,INTERN ALLOWANCES,OFFICE TOTALS:,24627.5,9900
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,44100.85,974.67
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1089855.25,317825
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,39319.66,10503.96
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86677.61,23995.63
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27345.7,0
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9261,3042.5
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,55017.46,49693.89
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8716.94,3203.48
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1360294.47,409239.13
F000450,2020 HON. VIRGINIA FOXX,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1360294.47,409239.13
F000450,2020 HON. VIRGINIA FOXX,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17086.67,9441.67
F000450,2020 HON. VIRGINIA FOXX,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17086.67,9441.67
F000450,2020 HON. VIRGINIA FOXX,INTERN ALLOWANCES,OFFICE TOTALS:,17086.67,9441.67
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,500.12,14.78
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1054340.98,316184.65
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13175.87,0
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45434.01,10088.57
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,978.77,103.01
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,55930.8,21021.45
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19311.97,14042.65
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10313,8635
F000462,2020 HON. LOIS FRANKEL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1199985.52,370090.11
