BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12350,5685
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3083.22,468.66
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2856,1428
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,592319.62,311270.01
B001284,2020 HON. SUSAN W. BROOKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,592319.62,311270.01
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13479.99,6500.01
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13479.99,6500.01
B001284,2020 HON. SUSAN W. BROOKS,INTERN ALLOWANCES,OFFICE TOTALS:,13479.99,6500.01
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,62666.91,-5.62
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,470475.01,239375.01
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,412.66,141.88
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44358.6,28047.59
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,49337.85,149.75
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18565.15,10125.15
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5422.55,3741.13
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1296,648
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,652534.73,282222.89
B001304,2020 HON. ANTHONY G. BROWN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,652534.73,282222.89
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8593.33,3660
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8593.33,3660
B001304,2020 HON. ANTHONY G. BROWN,INTERN ALLOWANCES,OFFICE TOTALS:,8593.33,3660
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55.44,-4.37
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,427860.55,211345.09
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11110.2,4621.71
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37201.31,20455.6
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,129.01,4.01
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8225,4935
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6124.81,2467.21
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2124,1062
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,492830.32,244886.25
B001285,2020 HON. JULIA BROWNLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,492830.32,244886.25
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5801.66,1886.66
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5801.66,1886.66
B001285,2020 HON. JULIA BROWNLEY,INTERN ALLOWANCES,OFFICE TOTALS:,5801.66,1886.66
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26626.5,26590.6
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,466520.81,227410.01
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3766.74,1111.13
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40590.99,25335.65
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,38860.95,38669
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3830.28,2100
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4859.13,2823.16
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,960,480
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,586015.4,324519.55
B001260,2020 HON. VERN BUCHANAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586015.4,324519.55
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3349.33,0
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3349.33,0
B001260,2020 HON. VERN BUCHANAN,INTERN ALLOWANCES,OFFICE TOTALS:,3349.33,0
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20.85,-33.77
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,397077.71,188536.64
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19391.48,5003.21
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14584.12,11696.28
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,269.85,29.95
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5273.81,3250.93
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1738.34,360
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,438356.16,208843.24
B001297,2020 HON. KEN BUCK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,438356.16,208843.24
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2530,530
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2530,530
B001297,2020 HON. KEN BUCK,INTERN ALLOWANCES,OFFICE TOTALS:,2530,530
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1247.4,-0.53
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,471273.66,234850
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9355.12,781.93
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44252.27,26433.22
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1305.59,794.7
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6046,3898
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4954.49,2862.48
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3099.6,1549.8
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,541534.13,271169.6
B001275,2020 HON. LARRY BUCSHON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,541534.13,271169.6
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7816.67,3066.67
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7816.67,3066.67
B001275,2020 HON. LARRY BUCSHON,INTERN ALLOWANCES,OFFICE TOTALS:,7816.67,3066.67
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31394.09,30116.73
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,423100.59,217697.25
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12378.66,5398.35
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36335.15,12829.22
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,67265.07,45272.58
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1395,920
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4792.47,2787.53
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4051.17,1013.08
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,580712.2,316034.74
B001305,2020 HON. TED BUDD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,580712.2,316034.74
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7178.88,3767.77
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7178.88,3767.77
B001305,2020 HON. TED BUDD,INTERN ALLOWANCES,OFFICE TOTALS:,7178.88,3767.77
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20587.33,19576.52
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,467683.33,236463.57
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8494.77,2541.12
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36340.97,18485.59
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13114.75,79.9
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2964.72,1482.36
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3019.46,700.02
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2887.23,762
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,555092.56,280091.08
B001309,2020 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,555092.56,280091.08
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4040,960
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4040,960
B001309,2020 HON. TIM BURCHETT,INTERN ALLOWANCES,OFFICE TOTALS:,4040,960
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,499.46,228.75
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,510452.4,254505.71
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12068.89,5035.62
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32187.77,18003.89
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,594.48,342.89
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11655,1635
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4803.96,2337.2
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6712.4,3965.78
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,578974.36,286054.84
B001248,2020 HON. MICHAEL C. BURGESS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,578974.36,286054.84
B001248,2020 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4986.67,1013.33
B001248,2020 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4986.67,1013.33
B001248,2020 HON. MICHAEL C. BURGESS,INTERN ALLOWANCES,OFFICE TOTALS:,4986.67,1013.33
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,843.77,258.81
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,504573.65,254499.99
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12445.61,5921.51
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45319.26,27503.62
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,799.3,0
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12965.4,6725.4
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5614.3,2106.39
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2702.02,1251.54
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,585263.31,298267.26
B001286,2020 HON. CHERI BUSTOS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,585263.31,298267.26
B001286,2020 HON. CHERI BUSTOS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10020,5340
B001286,2020 HON. CHERI BUSTOS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10020,5340
B001286,2020 HON. CHERI BUSTOS,INTERN ALLOWANCES,OFFICE TOTALS:,10020,5340
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,41.69,-3.92
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,505196.51,269750
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17769.25,10474.38
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20370.26,16627.14
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,117.5,0
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4334.32,2085.63
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12406.11,10649.56
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2001.95,946.32
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,562237.59,310529.11
B001251,2020 HON. G.K. BUTTERFIELD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,562237.59,310529.11
B001251,2020 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7200,2100
B001251,2020 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7200,2100
B001251,2020 HON. G.K. BUTTERFIELD,INTERN ALLOWANCES,OFFICE TOTALS:,7200,2100
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3888.67,301.45
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,522445.51,284579.58
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13156.14,2599.64
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19946.3,12494.31
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2917.56,0
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,105.38,54.47
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1689.02,750.63
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1879.08,939.54
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,566027.66,301719.62
B001289,2020 HON. BRADLEY BYRNE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,566027.66,301719.62
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24112.74,13298.95
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,421962.62,210112.8
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42074.55,10727.61
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43167.11,32599.8
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,37823.35,27257.4
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8075.53,7065
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6007.84,2814.64
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2914.66,1176
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,586138.4,305052.2
C000059,2020 HON. KEN CALVERT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586138.4,305052.2
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,333.99,-8.11
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,537572.19,274283.31
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25064.04,9639.49
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46253.49,27870.53
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,851.56,823.28
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26990.02,13688.28
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7687.64,4478.75
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8633.91,3807.39
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,653386.84,334582.92
C001112,2020 HON. SALUD O. CARBAJAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,653386.84,334582.92
C001112,2020 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9366.66,1266.67
C001112,2020 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9366.66,1266.67
C001112,2020 HON. SALUD O. CARBAJAL,INTERN ALLOWANCES,OFFICE TOTALS:,9366.66,1266.67
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13751.44,13759.03
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,467418.67,241880.59
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11436.51,3381.11
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40748.21,26609.75
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23605.68,2212.38
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7576.2,2231.2
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31531.24,24405.69
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1800,900
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,597867.95,315379.75
C001097,2020 HON. TONY CARDENAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,597867.95,315379.75
C001097,2020 HON. TONY CARDENAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7277.22,1800
C001097,2020 HON. TONY CARDENAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7277.22,1800
C001097,2020 HON. TONY CARDENAS,INTERN ALLOWANCES,OFFICE TOTALS:,7277.22,1800
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,526.23,75.08
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,566112.18,292610.94
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16002.36,5587.27
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43179.48,24576.69
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2783.15,2463.47
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13450.74,5908.21
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16373.87,3865.26
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,22104.05,13165.33
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,680532.06,348252.25
C001072,2020 HON. ANDRE CARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,680532.06,348252.25
C001072,2020 HON. ANDRE CARSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9386.66,4920
C001072,2020 HON. ANDRE CARSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9386.66,4920
C001072,2020 HON. ANDRE CARSON,INTERN ALLOWANCES,OFFICE TOTALS:,9386.66,4920
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20958.26,733.34
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,455976.92,240058.32
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25708.33,6021.19
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70241.6,36277.73
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23072.96,1383.25
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,91.18,0
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13176.49,7863.52
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2276.77,1880.23
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,611502.51,294217.58
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,611502.51,294217.58
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",INTERN ALLOWANCES,PERSONNEL COMPENSATION,6283.32,0
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6283.32,0
C001103,"2020 HON. EARL L. ""BUDDY"" CARTER",INTERN ALLOWANCES,OFFICE TOTALS:,6283.32,0
C001051,2020 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,71901.42,29992.74
C001051,2020 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,458262.76,228230.04
C001051,2020 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21179.12,5854.13
C001051,2020 HON. JOHN R. CARTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56966.67,33168.9
